description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender
My husbands psychiatrist added abilify to intensify his Zoloft and he tried to kill himself.  I do not no how the FDA can approve this medication.  I guess if you put on the warning label could cause suicidal thought the drug company protects themself from liability.,husbands psychiatrist added abilify intensify zoloft tried kill fda approve medication guess put warning label could cause suicidal thought drug company protects themself liability,Négatif,-0.9022,     Additional Medications to Treat Depression,,nan
"I thought that this medication would work at 5mg because the 2mg wasn't working.  At 5mg I noticed nausea and felt more fat that usual.  After weighing myself on a scale, I found out I gained 10 pounds (and about a pants size) in 1-2 months!  It's a shame because I feel that at a higher dose it could have maybe worked.  I have not found a medication to work for a prolonged period of time,",thought medication would work mg mg wasnt working mg noticed nausea felt fat usual weighing scale found gained pounds pants size months shame feel higher dose could maybe worked found medication work prolonged period time,Négatif,-0.128,     Additional Medications to Treat Depression,21.5,female
This medication turned my life around. I'd probably be in jail right now had I not taken abilify.,medication turned life around id probably jail right taken abilify,Neutre,0.0,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,male
,nan,Neutre,0.0,     Additional Medications to Treat Depression,21.5,female
"I will say I WAS satisfied until my friends and family told me I was like a zombie and would just walk slow and basically seemed ""mentally impared"" It may have been too much of a dose.",say satisfied friends family told like zombie would walk slow basically seemed mentally impared may much dose,Positif,0.8126,     Additional Medications to Treat Depression,29.5,female
,nan,Neutre,0.0,     Additional Medications to Treat Depression,69.5,female
"Abilify gave me hand tremors that persisted even after I stopped the drug. Psych then prescribed saphris which works very well for me, but I only take it at night because it's very sedating. It's corrected my sleep/awake cycle. I fall asleep in 15-30 minutes,get up 8-9 am. and stay awake all day. Give it a try--it may work for you.",abilify gave hand tremors persisted even stopped drug psych prescribed saphris works well take night sedating corrected sleepawake cycle fall asleep minutesget stay awake day give tryit may work,Positif,0.5267,     Additional Medications to Treat Depression,21.5,female
Abilify caused my hands to shake.They didn't stop shaking even when I stopped the drug. My psych then put me on saphris and it works without any side-effects except sedation. I take it at night so that's a plus--it really helps me sleep well.,abilify caused hands shakethey didnt stop shaking even stopped drug psych put saphris works without sideeffects except sedation take night thats plusit really helps sleep well,Positif,0.6968,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female
Easy to take. Has helped with severe deppression.,easy take helped severe deppression,Positif,0.0772,     Mania associated with Bipolar Disorder,39.5,female
"I started with 5mg, then 10mg and at last 15mg.  At that stage the tremors were so bad that I could not sign my name.  It help me with my maniac episodes of compulsive shopping but I had to stop it because of the Tardive Dyskinesia.",started mg mg last mg stage tremors bad could sign name help maniac episodes compulsive shopping stop tardive dyskinesia,Négatif,-0.7269,     Mania associated with Bipolar Disorder,59.5,female
"Prescribed 5mg daily and took for a month.  No effect or side effect noticeable so we discontinued it.  One time I took 25mg to see if it would still be ineffective.  Very tired the rest of the day.  Not really a lowered mood, but tired and more unmotivated than usual.  Overall, Abilify was ineffective for me in the little time I was taking it.  But to be fair I was on a low dosage amount and didn't stick with it very long so maybe I didn't give it that fair of a shot.",prescribed mg daily took month effect side effect noticeable discontinued one time took mg see would still ineffective tired rest day really lowered mood tired unmotivated usual overall abilify ineffective little time taking fair low dosage amount didnt stick long maybe didnt give fair shot,Négatif,-0.841,     Additional Medications to Treat Depression,21.5,male
"Unfortunately, I had to stop taking it because I had a $100/month copay for the medicine",unfortunately stop taking month copay medicine,Négatif,-0.5574,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female
,nan,Neutre,0.0,     Other,21.5,male
"I started with 5mg, then 10mg and at last 15mg.  At that stage the tremors were so bad that I could not sign my name.  It help me with my maniac episodes of compulsive shopping but I had to stop it because of the Tardive Dyskinesia.",started mg mg last mg stage tremors bad could sign name help maniac episodes compulsive shopping stop tardive dyskinesia,Négatif,-0.7269,     Additional Medications to Treat Depression,39.5,female
I feel the drug helps me in general. I don't  notice any side effects. I take t he drug with other drugs.It combats anxiety and DEpression.,feel drug helps general dont notice side effects take drug drugsit combats anxiety depression,Négatif,-0.5574,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female
"I would not recomend this medication for anybody at all!!!  It caused me uncontrollable muscle movement, and I still have it and it has been 10 years since I last took it, and I still deal with the uncontrollable movements daily.",would recomend medication anybody caused uncontrollable muscle movement still years since last took still deal uncontrollable movements daily,Négatif,-0.6124,     Bipolar I Disorder with Most Recent Episode Mixed,15.5,male
,nan,Neutre,0.0,     Additional Medications to Treat Depression,29.5,female
,nan,Neutre,0.0,     Additional Medications to Treat Depression,49.5,female
Weight gain in my 7yr old severe bad thoughts of  being hurt by someone,weight gain yr old severe bad thoughts hurt someone,Négatif,-0.7269,     Additional Medications to Treat Depression,59.5,female
Stupor and disaffection resulted.,stupor disaffection resulted,Neutre,0.0,     Other,29.5,female
"makes me able to concentrate  trouble sleeping stay awake longer then i usually do, normally i require 8 hrs of sleep, now i am staying up later and getting 2-3 hrs less sleep.  slight trembling feeling",makes able concentrate trouble sleeping stay awake longer usually normally require hrs sleep staying later getting hrs less sleep slight trembling feeling,Négatif,-0.5325,     Additional Medications to Treat Depression,59.5,female
