description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender,topic
"when I first took this, i felt like little explosions of static electricity were going off along my arms and legs. i felt somewhat restless.  After about a week, my only side effect was feeling a bit more sunk into tiredness just as i was going to sleep.  I have not had a manic episode since taking abilify (5+ yrs)",took felt like little explosions static electricity going arms legs felt somewhat restless week effect feeling bit sunk tiredness just going sleep manic episode yrs,Positif,0.2944,     Bipolar Disorder in Remission,39.5,female,0
"I've been taking this for several years and it has enhanced my antidepressant, Zoloft. I feel much better and it's due to Abilify.",ive years enhanced antidepressant zoloft feel better,Positif,0.4404,     Bipolar Disorder in Remission,59.5,female,0
"after a week I could tell it was working along with my other meds, it has made a great differnce for the better in my life.",week tell working meds great differnce better life,Positif,0.7906,     Additional Medications to Treat Depression,49.5,female,1
"My doctor added this to my effexor and I finally am feeling much better and it really helped with my depression.  The cost is an issue as I am on Social Security Disability and when I am in the ""donut hole"" my insurance company wanted to charge me $700 for a 3-month supply.  Luckily my doctor is giving me samples until the first of the year!",doctor added effexor finally feeling better really helped depression cost issue social security disability donut hole insurance company wanted charge month supply luckily doctor giving samples year,Positif,0.7595,     Additional Medications to Treat Depression,39.5,female,3
feel better than I have in years.,feel better years,Positif,0.4404,     Additional Medications to Treat Depression,49.5,female,4
"I feel as if when i take this medicine i cant sit still, i have to constantly be moving and this effect lasts all day and all night. not very happy.",feel medicine sit constantly moving effect lasts day night happy,Positif,0.5719,     Other,29.5,male,4
I've been taking Abilify for over 2 years. I like it.(:,ive years like,Positif,0.3612,     Bipolar I Disorder with Most Recent Episode Mixed,15.5,female,4
"My doctor added this to my effexor and I finally am feeling much better and it really helped with my depression.  The cost is an issue as I am on Social Security Disability and when I am in the ""donut hole"" my insurance company wanted to charge me $700 for a 3-month supply.  Luckily my doctor is giving me samples until the first of the year!",doctor added effexor finally feeling better really helped depression cost issue social security disability donut hole insurance company wanted charge month supply luckily doctor giving samples year,Positif,0.7595,     Schizophrenia,69.5,female,3
It works by helping to restore the balance of certain natural chemicals in the brain (neurotransmitters).    This is a false statement. The way antidepressants work is not known. Please correct this.,works helping restore balance certain natural chemicals brain neurotransmitters false statement way antidepressants work known correct,Positif,0.7906,     Other,21.5,male,0
"My doctor added this to my effexor and I finally am feeling much better and it really helped with my depression.  The cost is an issue as I am on Social Security Disability and when I am in the ""donut hole"" my insurance company wanted to charge me $700 for a 3-month supply.  Luckily my doctor is giving me samples until the first of the year!",doctor added effexor finally feeling better really helped depression cost issue social security disability donut hole insurance company wanted charge month supply luckily doctor giving samples year,Positif,0.7595,     Additional Medications to Treat Depression,49.5,female,3
Recently prescribed to replace lithium. Started with 2 mg recently increased to 5. past week felt like my head was going to explode. constantly feel like snacking can't concentrate. dropped back to 2 mg today some improvement. taking w/ celexa lamictal clonazepam. THIS MED IS DANGEROUS !!!!!!,recently prescribed replace lithium started recently increased past week felt like head going explode constantly feel like snacking concentrate dropped today improvement w celexa lamictal clonazepam med dangerous,Positif,0.7184,     Additional Medications to Treat Depression,59.5,male,0
"My son was prescribed this medicine for help in treating Asperger's Syndrome with a co-existing, non-specified mood disorder.  It worked quite well, but he gained a lot of weight very quickly!  We had to take him off of it within a couple months.",son prescribed medicine help treating aspergers syndrome coexisting nonspecified mood disorder worked quite gained lot weight quickly couple months,Positif,0.4391,     Other,39.5,female,0
"I suffered from manic episodes of being manic/depressive fairly often but usually they weren't too bad.  Then one time I had one that was terrible, I thought I would lose my mind.  My psychiatrist prescribed 30mg of Abilify at night and it worked.  I haven't had a bad manic phase since.",suffered manic episodes manicdepressive fairly usually werent bad time terrible thought lose mind psychiatrist prescribed night worked havent bad manic phase,Positif,0.33,     Mania associated with Bipolar Disorder,49.5,female,4
"My doctor added this to my effexor and I finally am feeling much better and it really helped with my depression.  The cost is an issue as I am on Social Security Disability and when I am in the ""donut hole"" my insurance company wanted to charge me $700 for a 3-month supply.  Luckily my doctor is giving me samples until the first of the year!",doctor added effexor finally feeling better really helped depression cost issue social security disability donut hole insurance company wanted charge month supply luckily doctor giving samples year,Positif,0.7595,     Additional Medications to Treat Depression,49.5,female,3
