description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender,topic
"I think i had every bad side effect on the long list from the drug store except death.  Really, this was very bad experience for me and i kept calling the dr. but he had no time for me.   finally he put me on seroquel, (i was gaining weight by leaps and bounds now) and i tried to shoot myself in the head.  Was put in the psych ward by the police.  I was doing fine until the DEA got involved and pulled all the xanax from the drs who were prescribing it.  Thank you gov.",think bad effect long list store death really bad experience kept calling dr time finally seroquel gaining weight leaps bounds tried shoot head psych ward police doing fine dea got involved pulled xanax drs prescribing thank gov,Négatif,-0.802,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,2
"I felt good taking the medication, but stopped because of getting blood clots in the lungs and leg. Read on the internet in britain medical journal, that blood clots have been a side effect of this drug along with other antipsychotic drugs especially seroquel. I had a lot of neck pain.  I have to say it's not worth dying for. DO NOT TAKE THIS DRUG",felt good medication stopped getting blood clots lungs leg read internet britain medical journal blood clots effect antipsychotic drugs especially seroquel lot neck pain say worth dying,Négatif,-0.1027,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,4
"This medication has worked very well managing my depression and anxiety, I have notice that I have developed some of the more sever side effect, Such as Extreme sweatting, fever in the night, sore joints and blood pressure irregularity. I hate to change because it works so well and its really hard to find the right medication. My side effects come with a some times a rare but fatal neurological disorder.",medication worked managing depression anxiety notice developed sever effect extreme sweatting fever night sore joints blood pressure irregularity hate change works really hard right medication come times rare fatal neurological disorder,Négatif,-0.9623,     Additional Medications to Treat Depression,29.5,female,3
abilify has helped alot with my anger issues,helped alot anger issues,Négatif,-0.5719,     Other,39.5,female,1
i have gained so much weight i am more depressed,gained weight depressed,Négatif,-0.1779,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,2
"having trouble with upset stomache, having headaches also",having trouble upset stomache having headaches,Négatif,-0.6486,     Additional Medications to Treat Depression,49.5,female,0
abilify has helped me due to nonstop crying and no energy,helped nonstop crying energy,Négatif,-0.25,     Additional Medications to Treat Depression,39.5,male,2
"I took abilify for two weeks in conjunction with Celexa(which I have taken for years). I am 56 yo, w/f and have had a heat stroke which came out of nowhere. I'd advise people not to take this drug at all. Going to 4th Dr. If you start to feel dizzy at all call your Dr.",took weeks conjunction celexawhich taken years yo wf heat stroke came id advise people going th dr start feel dizzy dr,Négatif,-0.2263,     Additional Medications to Treat Depression,59.5,female,2
"I was on this drug for around 3 years for bipolar disorder. At first, the symptoms went away, but after a few months, they came back. I went back and forth during the majority of the 3 years, and I was recently taken off this drug. I may be a special case, but it didn't work as effectively as I hoped it would.",years bipolar disorder symptoms went away months came went forth majority years recently taken special case didnt work effectively hoped,Négatif,-0.5559,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,2
I dislike taking pills of any kind but have given in to what my doctors are advising me to do.  I don't see any real effect yet but hope to soon that may change my mind about having to take another pill.,dislike pills kind given doctors advising dont real effect hope soon change mind having pill,Négatif,-0.1546,     Additional Medications to Treat Depression,49.5,male,0
I dislike taking pills of any kind but have given in to what my doctors are advising me to do.  I don't see any real effect yet but hope to soon that may change my mind about having to take another pill.,dislike pills kind given doctors advising dont real effect hope soon change mind having pill,Négatif,-0.1546,     Additional Medications to Treat Depression,49.5,female,0
I'm treated with Abilify for psychosis related to mania for bipolar disorder.,im treated psychosis related mania bipolar disorder,Négatif,-0.4019,     Mania associated with Bipolar Disorder,15.5,male,4
Just to let everyone know...make sure you DO NOT lay in a tanning bed or expose yourself to heat and sunlight.  I went into annafalactic shock this afternoon because of doing so and taking Abilify.  My Dr did NOT warn me of this and for some reason there was not an information packet in with my medication informing me of any of this.  Wished I would have looked at WebMD FIRST!!!!,just let knowmake sure lay tanning bed expose heat sunlight went annafalactic shock afternoon doing dr did warn reason information packet medication informing wished looked webmd,Négatif,-0.3182,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,male,2
my doc put me back on this med because i can not get my risperdal i cant sleep everyone talks about hunger it makes me so naushish that just the smell of foods and i am sick i really miss my sleep too!!!!!! it has in no way shape or form helped with my delousions to the point it has almost made them worse be very careful every med affects every one differant and this one is deffently not for me!!!!!!!!!!,doc med risperdal sleep talks hunger makes naushish just smell foods sick really miss sleep way shape form helped delousions point worse careful med affects differant deffently,Négatif,-0.8268,     Additional Medications to Treat Depression,39.5,female,1
I was very depressed and suicidal before I started taking Abilify.  It gave me my life back.,depressed suicidal started gave life,Négatif,-0.8316,     Additional Medications to Treat Depression,49.5,female,4
i get dizzy and tired and slight tremors,dizzy tired slight tremors,Négatif,-0.5859,     Additional Medications to Treat Depression,69.5,female,2
"Horrible!! Did nothing for depression, weigh gain, and naseau and dizziness when you stop taking it. Don't take this drug!",horrible did depression weigh gain naseau dizziness stop dont,Négatif,-0.7184,     Additional Medications to Treat Depression,29.5,female,2
I didn't like it it made me angry all the time and it got worse the longer I took it.  High anxiety attacks.  Trouble sleeping.,didnt like angry time got worse longer took high anxiety attacks trouble sleeping,Négatif,-0.832,     Additional Medications to Treat Depression,49.5,female,3
